,message_id,date,text,tags,tweet_lang,source,place,geom,retweets,tweet_favorites,photo_url,quoted_status_id,user_id,user_name,user_location,followers,friends,user_favorites,status,user_lang,latitude,longitude,data_source,keywords,sentiment,county_id,tweet_integer,tweet_positive,tweet_negative
23726,1.5894e+18,06/11/2022 23:17,"@AcridCyst Im not surprised, at all. If Elon truly had a brain in his head, hed beg for his employees back, give em a ALL raise, shut down all the racists, get all the high-dollar the advertisers back, then quietly sell (at a loss) and have Twitter become an employee-owned company.",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bakersfield, CA","POLYGON ((-119.172179 35.255821, -119.172179 35.437982, -118.878147 35.437982, -118.878147 35.255821, -119.172179 35.255821))",0,0,,-1.0,2728424702.0,archangelcrew,"Bakersfield, CA",16925,9820,219097,225624,,,,[3],True,negative,2194,1,,1.0
40820,1.58396e+18,22/10/2022 23:07,"VASSELL FIRST HALF CASH?

#PrizePicks #PrizePicksNBA #GamblingTwitter #DFS #NBA #BettingTwitter","PrizePicks,PrizePicksNBA,GamblingTwitter,DFS,NBA,BettingTwitter",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tempe, AZ","POLYGON ((-111.979047 33.319945, -111.979047 33.465823, -111.877237 33.465823, -111.877237 33.319945, -111.979047 33.319945))",0,0,,-1.0,1.49664e+18,ThePropMatrix,,1300,7,220,489,,,,[3],True,neutral,1981,1,,
54806,1.59323e+18,17/11/2022 13:10,Elon Musk Testifies In Tesla Shareholder's Lawsui: https://t.co/rPktf9Ckvh,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lakeland, FL","POLYGON ((-82.042715 27.968692, -82.042715 28.13051, -81.90269499999999 28.13051, -81.90269499999999 27.968692, -82.042715 27.968692))",0,0,,-1.0,96074097.0,aka12144,"Lakeland, FL",6688,7188,238729,263056,,,,[3],True,neutral,3146,1,,
94964,1.59343e+18,18/11/2022 02:17,@tomselliott @SenMarkey @elonmusk Go Elon Musk!!!,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Surprise, AZ","POLYGON ((-112.46036 33.5795655, -112.298534 33.5795655, -112.298534 33.713743, -112.46036 33.713743, -112.46036 33.5795655))",0,0,,-1.0,1.58602e+18,NormaHerfurth1,"Surprise, AZ",15,168,1141,254,,,,[1],True,positive,1981,1,1.0,
22194,1.59378e+18,19/11/2022 01:53,"Cash it??????

#sportsbetting 
#sportsbettingtwitter 

https://t.co/jRXhSKd84z https://t.co/bB3tgNw6Mz","sportsbetting,sportsbettingtwitter",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aspen Hill, MD","POLYGON ((-77.125438 39.059951, -77.125438 39.120903, -77.0338 39.120903, -77.0338 39.059951, -77.125438 39.059951))",0,0,http://pbs.twimg.com/media/Fh5CcpDWIAIf0yH.jpg,-1.0,1.51139e+18,BetG3nius,Maryland,21,72,28,52,,,,[3],True,positive,1255,1,1.0,
87106,1.59346e+18,18/11/2022 04:41,@__ZB___ wait what happened i havent been on twitter all day,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Weatherford, TX","POLYGON ((-97.83979100000001 32.716432, -97.83979100000001 32.789288, -97.723744 32.789288, -97.723744 32.716432, -97.83979100000001 32.716432))",0,0,,-1.0,3029453031.0,dfkinlopes,"Fort Worth, TX",3285,446,637,43933,,,,[3],True,neutral,614,1,,
25543,1.57894e+18,09/10/2022 02:44,@JudicialWatch @elonmusk @Twitter Liar,,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Elk Grove, CA","POLYGON ((-121.487576 38.361325, -121.487576 38.481744, -121.276607 38.481744, -121.276607 38.361325, -121.487576 38.361325))",0,0,,-1.0,425566453.0,Phillykid1957,"Elk Grove, CA",41,447,2420,6646,,,,[3],True,negative,1641,1,,1.0
83941,1.58833e+18,04/11/2022 00:34,Truth it would break Twitter.....@WriterRAS @CW_Riverdale @RiverdaleWriter #bughead #reunitebughead #soulmates #Endgame,"bughead,reunitebughead,soulmates,Endgame",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shelbyville, TN","POLYGON ((-86.493835 35.443601, -86.493835 35.521887, -86.377329 35.521887, -86.377329 35.443601, -86.493835 35.443601))",0,0,,1.58826e+18,1210279856.0,hagerman_becky,"Tennessee, USA",2266,4967,194677,164213,,,,[3],True,neutral,1167,1,,
76655,1.58799e+18,03/11/2022 02:25,I need to stop liking these tweets I don't want to be on philosophy Twitter.,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shelby, NC","POLYGON ((-81.611574 35.237295, -81.46067600000001 35.237295, -81.46067600000001 35.347086, -81.611574 35.347086, -81.611574 35.237295))",0,2,,-1.0,9.8708e+17,begoniaphone,"Madison County, NC",140,639,6732,1158,,,,[1],True,negative,978,1,,1.0
97523,1.58799e+18,03/11/2022 02:08,I upgraded from the iPhone 12 Pro to the iPhone 14 Pro and loving the new camera. This was an unedited 48 megapixel photo shot in RAW and impressed by the detail and depth of field. #iPhone14Pro #Apple #Malshi #dogsoftwitter https://t.co/S6hveHq7xC,"iPhone14Pro,Apple,Malshi,dogsoftwitter",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pasadena, CA","POLYGON ((-118.198346 34.117025, -118.198346 34.237595, -118.065582 34.237595, -118.065582 34.117025, -118.198346 34.117025))",0,0,http://pbs.twimg.com/media/FgmsofSUoAAWxFm.jpg,-1.0,769195.0,itsbarrywong,"Los Angeles, CA",496,41,470,56,,,,[3],True,positive,2466,1,1.0,
66996,1.58514e+18,26/10/2022 05:09,@Sapphykinz Twitter algorithm strikes again https://t.co/XgrBRPJDS5,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harrisonville, MO","POLYGON ((-94.37985999999999 38.63171, -94.37985999999999 38.677534, -94.31452899999999 38.677534, -94.31452899999999 38.63171, -94.37985999999999 38.63171))",0,0,http://pbs.twimg.com/media/Ff-JMf-XkAAQ4Ba.jpg,-1.0,9.43638e+17,pig_tickle,"Davenport, IA",1875,1675,96859,39501,,,,[3],True,neutral,2989,1,,
68827,1.59233e+18,15/11/2022 01:14,Drunk/high Twitter? Lol @CaseyNewton https://t.co/S4PzHDYVrj,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Las Vegas, NV","POLYGON ((-115.384091 36.129459, -115.384091 36.336371, -115.062159 36.336371, -115.062159 36.129459, -115.384091 36.129459))",0,0,http://pbs.twimg.com/media/FhkTWu8VEAADNxL.jpg,-1.0,14812623.0,Ander517,"Las Vegas, NV",807,3049,146381,156,,,,[3],True,neutral,3163,1,,
86347,1.59383e+18,19/11/2022 05:06,@s1mply @SCUBADi22104765 @hodgetwins @elonmusk @HardcoreNolley Stay off the Twitter & let grown folks have a conversation.,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rosenberg, TX","POLYGON ((-95.835024 29.482424, -95.835024 29.581688, -95.699766 29.581688, -95.699766 29.482424, -95.835024 29.482424))",0,0,,-1.0,1.44671e+18,ShowStrosFan,"Texas, USA",11,73,167,367,,,,[3],True,negative,2906,1,,1.0
13702,1.58124e+18,15/10/2022 11:10,Twitter finally gets something right https://t.co/pAl0vvmJKL,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dobbs Ferry, NY","POLYGON ((-73.88355300000001 40.998332, -73.88355300000001 41.02466, -73.845404 41.02466, -73.845404 40.998332, -73.88355300000001 40.998332))",0,0,http://pbs.twimg.com/media/FfGyTH2WIAAPoTt.jpg,-1.0,249265845.0,TheDeGroat,"Dobbs Ferry, Manhattan NY",626,4715,54820,15865,,,,[3],True,positive,826,1,1.0,
49164,1.59101e+18,11/11/2022 10:12,"Verifying my Twitter account for my #GalxeID gid:AMunabimi3N3QRHBkwHCLZ @Galxe 

 https://t.co/aUgJRS3dor",GalxeID,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ceres, CA","POLYGON ((-120.993774 37.561491, -120.993774 37.620692, -120.920472 37.620692, -120.920472 37.561491, -120.993774 37.561491))",0,0,,-1.0,1.26456e+18,Elizabe05450071,,24,277,95,338,,,,[3],True,neutral,1236,1,,
44924,1.59458e+18,21/11/2022 06:25,@FilmThePoliceLA Thats why Im undermine ELON lol huh ????,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lawndale, CA","POLYGON ((-118.369186 33.872914, -118.369186 33.902665, -118.343796 33.902665, -118.343796 33.872914, -118.369186 33.872914))",0,0,,-1.0,792908305.0,ZacharyObama,"Los Angeles, CA",227,2399,3866,2068,,,,[3],True,neutral,2466,1,,
46185,1.58838e+18,04/11/2022 03:59,@adamgreattweet @Lady_Star_Gem Is Elon laying off everyone? Wtf?,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tracy, CA","POLYGON ((-121.520904 37.6727459, -121.35153 37.6727459, -121.35153 37.773954, -121.520904 37.773954, -121.520904 37.6727459))",0,0,,-1.0,1363439071.0,ronbadgley21,"Tracy, CA",631,2430,5904,10368,,,,[1],True,negative,2359,1,,1.0
58011,1.57862e+18,08/10/2022 05:21,"@bigcory00 Or start a discord channel. You can broadcast from discord. I know a few folks that have even cashed out and sold the channels. 
Probably should try both and just link to them all. 
Discord is better than twitter because you can control who is on the channel.",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Puhi, HI","POLYGON ((-159.400878 21.956142, -159.400878 21.970302, -159.375529 21.970302, -159.375529 21.956142, -159.400878 21.956142))",0,0,,-1.0,172987303.0,valrich79,"Bakersfield, CA",467,1311,19339,74105,,,,[3],True,neutral,1453,1,,
51303,1.59344e+18,18/11/2022 03:10,Damn @Twitter keeps on putting @GOP crazies on my feed,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Palisade, CO","POLYGON ((-108.3799764 39.098237, -108.3394926 39.098237, -108.3394926 39.117145, -108.3799764 39.117145, -108.3799764 39.098237))",0,1,,-1.0,46855859.0,Disgeekdad,"Palisade, CO",496,2003,1430,11337,,,,[1],True,negative,2282,1,,1.0
82869,1.58215e+18,17/10/2022 23:40,"@Ghost_Rder @Maxamegalon2000 @RVendettq Cause its been debunked, so many clips were spliced, and Dinesh is a convicted Felon also. Real credible.",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","McGovern, PA","POLYGON ((-80.243973 40.212004, -80.243973 40.25042, -80.17735999999999 40.25042, -80.17735999999999 40.212004, -80.243973 40.212004))",0,0,,-1.0,911415540.0,TheRickeyBeebe,,17,28,495,4260,,,,[3],True,negative,2513,1,,1.0
76309,1.59053e+18,10/11/2022 02:25,Simmons dunks Durants miss #nba #basketball #NBATwitter #bensimmons #kd #kevindurant #nets #NetsWorld https://t.co/n8nDZHyMnP,"nba,basketball,NBATwitter,bensimmons,kd,kevindurant,nets,NetsWorld",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chester Heights,"POLYGON ((-73.80835999999999 40.928355, -73.80835999999999 40.928355, -73.80835999999999 40.928355, -73.80835999999999 40.928355, -73.80835999999999 40.928355))",0,0,http://pbs.twimg.com/ext_tw_video_thumb/1590530942581497858/pu/img/bILTINFUDGlHX7la.jpg,-1.0,1.57401e+18,deeblackmma2,"Yonkers, NY",414,544,4029,3403,,,,[3],True,neutral,826,1,,
7054,1.59475e+18,21/11/2022 18:04,@bahshdbhdhdb u have a whole twitter specifically to tweet @ me - thats cute truthfully,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cedar Rapids, IA","POLYGON ((-91.774579 41.886245, -91.774579 42.066811, -91.59113000000001 42.066811, -91.59113000000001 41.886245, -91.774579 41.886245))",0,0,,-1.0,147736721.0,ccxjjxcc,"Iowa, USA",12504,5112,160952,79827,,,,[3],True,positive,1653,1,1.0,
77864,1.58219e+18,18/10/2022 02:04,@imwithaew What would that be awtwitter,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chillicothe, OH","POLYGON ((-83.053642 39.313645, -83.053642 39.382953, -82.934257 39.382953, -82.934257 39.313645, -83.053642 39.313645))",0,0,,-1.0,1.21763e+18,coline4266,"Chillicothe, OH",27,241,4934,685,,,,[3],True,neutral,1934,1,,
16143,1.58961e+18,07/11/2022 13:05,"Excited to be at @AVS_Members #AVS68! Different flavor of #scied than my usual #iteachchem, so excited to break out of that #chemchat silo a little and hang with the #iteachphysics crowd! ?? @UCCS #notonTwitterDrChristensen https://t.co/pyhd83EZrz","AVS68,scied,iteachchem,chemchat,iteachphysics,notonTwitterDrChristensen",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pittsburgh, PA","POLYGON ((-80.095586 40.36158, -80.095586 40.501198, -79.865793 40.501198, -79.865793 40.36158, -80.095586 40.36158))",0,0,"http://pbs.twimg.com/media/Fg9pUn0WYAA8cCC.jpg,http://pbs.twimg.com/media/Fg9pUnwX0AEyofT.jpg,http://pbs.twimg.com/media/Fg9pUnzWQAEdHA_.jpg",-1.0,27992689.0,RyTriGuy,"Manitou Springs, CO",4776,4129,48196,16078,,,,[3],True,positive,2659,1,1.0,
87624,1.58082e+18,14/10/2022 06:58,@DrewPostma59 i cant wait for twitter to delete your account,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Georgetown, TX","POLYGON ((-97.752578 30.5733183, -97.61566500000001 30.5733183, -97.61566500000001 30.7417061, -97.752578 30.7417061, -97.752578 30.5733183))",0,0,,-1.0,1.36695e+18,jacobxgillian,"Austin, TX",48,124,6886,886,,,,[1],True,negative,2202,1,,1.0
3689,1.59462e+18,21/11/2022 09:29,"Greetings to all in twitter land:
Good morning happy Monday. Hope everyone had a wonderful Sunday, all rested and refreshed to face a new day. Be focus my friends with positivity. Block the negativity and seek to strive on what is healthy and beneficial for your well being.??? https://t.co/umrbBWBgMg",,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cape Coral, FL","POLYGON ((-82.06956700000001 26.531814, -82.06956700000001 26.741146, -81.904101 26.741146, -81.904101 26.531814, -82.06956700000001 26.531814))",0,0,http://pbs.twimg.com/tweet_video_thumb/FiE-LTCWIAAHRfT.jpg,-1.0,1.09178e+18,Forgetfulness19,United States,10833,10548,205162,97252,,,,[3],True,positive,2683,1,1.0,
10301,1.59552e+18,23/11/2022 20:40,She said what you for Christmas? Parlay Money? BOY i think i found the one ?? #GamblingTwitter,GamblingTwitter,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nellis Air Force Base, NV","POLYGON ((-115.073161 36.225686, -115.073161 36.26381, -115.035104 36.26381, -115.035104 36.225686, -115.073161 36.225686))",0,0,,-1.0,315278042.0,TrapLoxC,"Las Vegas, NV",1777,941,23564,47198,,,,[3],True,positive,3163,1,1.0,
8354,1.59038e+18,09/11/2022 16:11,@elonmusk Thank you God for Elon!,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kingston, MA","POLYGON ((-70.799736 41.964227, -70.799736 42.023216, -70.692437 42.023216, -70.692437 41.964227, -70.799736 41.964227))",0,0,,-1.0,1.58619e+18,RRchllnd54,,0,14,9,67,,,,[3],True,positive,3100,1,1.0,
73519,1.57851e+18,07/10/2022 22:07,Reason #33 not to vote for @LeeZeldin -too extreme for New York.  Thank you for paying this on Twitter so it could be shared. https://t.co/HBVSN0P4zK,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baldwin Harbor, NY","POLYGON ((-73.617199 40.621497, -73.617199 40.642484, -73.586895 40.642484, -73.586895 40.621497, -73.617199 40.621497))",0,0,http://pbs.twimg.com/media/Fef8FAnX0AAWdl7.jpg,-1.0,9.38079e+17,Debfornow,"Baldwin, NY",295,85,21821,24046,,,,[3],True,negative,1009,1,,1.0
35017,1.59122e+18,12/11/2022 00:08,@MANlTHEDON @OriginalDWoods Ppl on the Twitter don't know how to do just say rip & it's sad,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Murfreesboro, TN","POLYGON ((-86.505805 35.751433, -86.505805 35.943407, -86.31341500000001 35.943407, -86.31341500000001 35.751433, -86.505805 35.751433))",0,0,,-1.0,3407457766.0,coach_hoodie_d,708 ?? 615,1828,4999,157824,40053,,,,[3],True,negative,2520,1,,1.0
52096,1.59418e+18,20/11/2022 04:15,"Sorry to tell ya, but free speech is not back on Twitter. Not until Alex Jones and Kathy Griffin are reinstated.",,en,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","Pike Creek, DE",POINT (-75.7043524 39.726849),0,0,,-1.0,58030028.0,LOLMets,"Newark, United States",572,2221,784,34086,,,,[3],True,negative,1203,1,,1.0
58096,1.58872e+18,05/11/2022 02:34,@zeyguy @Hankerella_ @EugeneMirman He should make his own Twitter. For free.,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hayden, ID","POLYGON ((-116.832204 47.741683, -116.832204 47.788044, -116.754964 47.788044, -116.754964 47.741683, -116.832204 47.741683))",0,0,,-1.0,1.52514e+18,WhalesGhost,Pacific North West,42,244,3082,1671,,,,[3],True,neutral,421,1,,
91291,1.59441e+18,20/11/2022 19:36,@elonmusk I guess these results dont really reflect your conviction that Twitter is mostly left ,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seattle, WA","POLYGON ((-122.436232 47.495315, -122.436232 47.734319, -122.224973 47.734319, -122.224973 47.495315, -122.436232 47.495315))",0,0,,-1.0,1.49349e+18,alina_benedict,,2,15,10,16,,,,[3],True,neutral,3064,1,,
6656,1.5851e+18,26/10/2022 02:51,Twitter needs to grant me a verification badge for my account. I would feel so accomplished.,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lafayette, IN","POLYGON ((-86.92488 40.339754, -86.92488 40.474718, -86.768625 40.474718, -86.768625 40.339754, -86.92488 40.339754))",0,0,,-1.0,1.57888e+18,jacob_watters1,"Indiana, USA ???? ????????????",345,4083,9189,13327,,,,[3],True,positive,1781,1,1.0,
91771,1.5822e+18,18/10/2022 02:22,@BigMcLrgHuge @ditzkoff @Patrick_Fenelon Dont share all your fantasies with @MrJoshPerry,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seattle, WA","POLYGON ((-122.436232 47.495315, -122.436232 47.734319, -122.224973 47.734319, -122.224973 47.495315, -122.436232 47.495315))",0,0,,-1.0,1.19925e+18,prashGana,,396,1296,332312,35779,,,,[3],True,negative,3064,1,,1.0
